Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
Diogo Costa,China,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 100ml,2022-05-07,11559.92,138
Tiago Cardoso,Chile,Murad Cellular Hydration Barrier Repair Cream 40ml,2021-07-08,17227.39,296
Maria Moreira,Italy,La Roche-Posay Anthelios Invisible Fluid SPF50+ 50ml,2021-03-24,2418.67,83
Margarida Mendes,Brazil,CeraVe AM Facial Moisturising Lotion SPF25 340g,2020-08-11,22394.81,351
Beatriz Cardoso,France,Pixi +C VIT Brightening Serum 56.7g,2021-08-30,3704.03,277
João Cardoso,Japan,Paula's Choice CLINICAL 1% Retinol Treatment 340g,2022-12-05,6517.34,100
Miguel Marques,Philippines,La Roche-Posay Cicaplast Baume B5 340g,2021-09-21,1385.72,14
Laura Pereira,Thailand,Avène Antirougeurs Jour Redness Relief Cream 15ml,2024-02-05,4116.24,98
Tomás Correia,Japan,Kiehl's Powerful-Strength Line-Reducing Concentrate 50ml,2021-06-15,12983.75,113
Tiago Carvalho,Germany,Skinceuticals Physical Fusion UV Defense SPF 50 340g,2021-12-23,5776.64,63
Pedro Pereira,Singapore,Neutrogena Bright Boost Gel Cream 15ml,2022-06-18,3739.5,100
Mariana Soares,India,COSRX Advanced Snail 92 All in One Cream 200ml,2022-03-19,10351.02,94
Francisco Coelho,Netherlands,Sunday Riley UFO Ultra-Clarifying Face Oil 200ml,2023-08-08,5358.7,161
Mariana Teixeira,Spain,Drunk Elephant Protini Polypeptide Cream 50ml,2022-10-26,2357.01,54
Mariana Teixeira,Canada,Kiehl's Calendula Serum-Infused Water Cream 40ml,2024-07-01,9481.7,101
Rafael Pereira,India,Avène Retrinal+ 0.1 Intensive Cream 30g,2021-10-04,4454.7,80
Inês Ribeiro,Spain,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 60ml,2023-08-26,5255.8,230
Rafael Neves,Japan,Kiehl's Midnight Recovery Concentrate 30g,2021-02-02,1469.83,81
Ana Ferreira,Germany,Sunday Riley Saturn Sulfur Acne Treatment Mask 30g,2022-10-10,2705.38,190
Miguel Marques,Poland,Olay Luminous Whip Face Moisturiser 150ml,2022-07-16,9838.24,92
Sofia Gomes,Spain,Pixi Vitamin-C Juice Cleanser 30ml,2022-11-20,14944.97,264
Laura Soares,Netherlands,Clinique Even Better Clinical Radical Dark Spot Corrector 20ml,2023-04-11,1555.92,141
Pedro Santos,France,REN Clean Skincare Vita Mineral Active 7 Eye Gel 20ml,2020-08-18,2101.34,44
Margarida Oliveira,United States,Paula's Choice CALM Redness Relief Moisturizer SPF 30 30ml,2021-12-07,516.13,23
Laura Pereira,Italy,Olay Total Effects 7-in-1 Moisturiser 100ml,2023-02-12,4040.18,113
Catarina Jesus,Netherlands,Pixi +C VIT Brightening Serum 200ml,2023-04-11,9936.45,89
Clara Cardoso,United States,Clinique All About Eyes Rich 150ml,2020-08-12,4296.86,318
Rafael Pereira,Philippines,Tatcha The Silk Cream 30ml,2022-06-17,9791.55,271
Matilde Moreira,United Kingdom,Neutrogena Hydro Boost Eye Gel-Cream 150ml,2024-04-16,5789.79,125
Laura Soares,Canada,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 15ml,2020-06-09,10047.92,112
Miguel Martins,Singapore,Pixi Retinol Tonic 125ml,2020-05-17,2361.1,88
Margarida Marques,Netherlands,Skinceuticals Physical Fusion UV Defense SPF 50 60ml,2021-12-08,7327.01,68
Tomás Ribeiro,Mexico,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 125ml,2023-05-23,11473.64,203
Rafael Pereira,Brazil,Bioderma Atoderm Intensive Baume 200ml,2020-01-01,2766.23,59
Margarida Pereira,Philippines,Bioderma Hydrabio Gel-Crème 40ml,2023-10-16,29020.89,371
Francisco Almeida,Brazil,Kiehl's Rare Earth Deep Pore Cleansing Masque 30g,2024-07-18,41159.55,381
Rodrigo Soares,South Korea,Sunday Riley Tidal Brightening Enzyme Water Cream 75ml,2023-04-17,17645.74,237
Rafael Pereira,Singapore,Neutrogena Rapid Wrinkle Repair Retinol Cream 50ml,2022-01-13,21548.49,378
Ana Ferreira,Spain,Avène XeraCalm A.D Lipid-Replenishing Cream 40ml,2020-11-17,5029.56,54
Rafael Pereira,Italy,Drunk Elephant B-Hydra Intensive Hydration Serum 20ml,2023-01-24,6576.7,133
Dinis Silva,United States,Skinceuticals Discoloration Defense Serum 100ml,2020-10-03,2460.86,70
Martim Silva,Netherlands,COSRX AC Collection Lightweight Soothing Moisturizer 60ml,2023-01-21,5085.95,56
Laura Fernandes,United States,CeraVe Hydrating Cleanser 15ml,2021-05-05,1995.9,79
Beatriz Jesus,Sweden,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 20ml,2020-12-24,7632.55,88
João Martins,Japan,Neutrogena Cellular Boost Concentrate Serum 20ml,2020-05-07,1761.12,107
Catarina Monteiro,Germany,Olay Regenerist Collagen Peptide24 Serum 150ml,2022-02-17,5376.8,51
Martim Rodrigues,Singapore,CeraVe Healing Ointment 30g,2024-12-02,510.52,28
Joana Santos,Italy,La Roche-Posay Lipikar Balm AP+ 30ml,2022-03-23,163.3,15
Lucas Coelho,Spain,Murad AHA/BHA Exfoliating Cleanser 125ml,2022-07-15,8119.99,142
Martim Pinto,Japan,The Ordinary Salicylic Acid 2% Solution 50ml,2020-12-08,22826.69,297
Laura Mendes,Japan,Bioderma Sensibio H2O Micellar Water 340g,2023-11-13,7242.24,119
Carolina Marques,Thailand,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 60ml,2022-09-03,3969.06,101
Gonçalo Ribeiro,Argentina,Olay Eyes Ultimate Eye Cream 60ml,2024-05-12,3657.46,77
Ana Ferreira,United States,Drunk Elephant C-Firma Fresh Day Serum 75ml,2021-07-22,32458.59,434
Afonso Martins,Chile,Avène Hydrance Rich Rehydrating Cream 340g,2023-02-09,37154.59,352
João Martins,Philippines,CeraVe AM Facial Moisturising Lotion SPF25 125ml,2021-10-07,32590.3,281
Rafael Pereira,France,Skinceuticals B5 Gel Hydrating Serum 75ml,2023-03-06,7183.15,476
Matilde Moreira,Germany,Tatcha The Indigo Overnight Repair Treatment 250ml,2024-04-08,2521.36,53
Sofia Carvalho,Singapore,Drunk Elephant F-Balm Electrolyte Waterbalm 40ml,2023-03-06,2782.37,59
Francisco Mendes,Poland,La Roche-Posay Toleriane Double Repair Moisturiser 125ml,2020-05-17,68.08,22
Matilde Teixeira,Germany,Pixi Hydrating Milky Serum 30g,2023-01-06,2520.41,246
Margarida Oliveira,Poland,Tatcha The Rice Polish Foaming Enzyme Powder 200ml,2023-09-25,19264.22,257
Clara Gomes,France,Clinique All About Eyes Rich 20ml,2020-03-06,505.84,28
Maria Ferreira,France,Sunday Riley Luna Sleeping Night Oil 250ml,2022-03-01,1526.23,17
Rafael Martins,United Kingdom,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 200ml,2021-08-20,3623.12,97
Diogo Neves,Thailand,La Roche-Posay Lipikar Balm AP+ 56.7g,2023-08-09,12710.63,224
Miguel Ferreira,Sweden,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 15ml,2021-08-14,3733.66,64
Dinis Pereira,Thailand,Neutrogena Norwegian Formula Face Cream 150ml,2020-09-10,3059.38,66
Ana Ferreira,Singapore,Pixi Vitamin-C Juice Cleanser 250ml,2020-09-03,1210.37,59
Afonso Monteiro,Mexico,Drunk Elephant Virgin Marula Luxury Face Oil 100ml,2022-01-27,5113.57,139
Joana Costa,Netherlands,La Roche-Posay Anthelios Invisible Fluid SPF50+ 75ml,2020-05-28,4225.29,150
Lucas Santos,Chile,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 250ml,2021-10-31,3316.22,129
Clara Monteiro,Germany,Neutrogena Oil-Free Acne Wash 125ml,2022-01-07,5939.37,72
Carolina Pereira,Colombia,Tatcha The Silk Cream 200ml,2021-10-31,3357.17,97
Inês Cruz,Netherlands,Drunk Elephant A-Passioni Retinol Cream 250ml,2020-10-08,1082.98,10
Ana Ferreira,Singapore,Kiehl's Midnight Recovery Concentrate 75ml,2024-10-09,4915.78,349
Carolina Jesus,Japan,The Ordinary Natural Moisturising Factors + HA 15ml,2024-09-30,17582.93,187
Carolina Pereira,Thailand,First Aid Beauty Pure Skin Face Cleanser 20ml,2021-08-20,24348.58,230
Miguel Marques,Chile,Sunday Riley Luna Sleeping Night Oil 125ml,2020-03-29,17167.29,247
Inês Martins,Poland,Tatcha The Dewy Skin Cream 56.7g,2020-08-16,3802.77,39
Gonçalo Rodrigues,India,REN Clean Skincare Evercalm Global Protection Day Cream 30ml,2024-03-18,11363.98,107
Carolina Pereira,Indonesia,REN Clean Skincare V-Cense Revitalising Eye Cream 340g,2023-12-18,8200.48,137
Sofia Gomes,Colombia,REN Clean Skincare V-Cense Revitalising Eye Cream 15ml,2024-06-11,4498.93,116
Rafael Martins,Indonesia,Olay Eyes Ultimate Eye Cream 30ml,2024-09-02,13455.13,132
Laura Mendes,Singapore,Skinceuticals B5 Gel Hydrating Serum 50ml,2021-05-06,10939.62,140
Martim Cardoso,India,La Roche-Posay Retinol B3 Serum 200ml,2022-06-25,6615.55,80
Gonçalo Ribeiro,Sweden,REN Clean Skincare Vita Mineral Active 7 Eye Gel 340g,2023-07-13,7829.98,132
Ana Ferreira,Singapore,Estée Lauder Micro Essence Skin Activating Treatment Lotion 56.7g,2023-03-22,1899.36,35
Laura Mendes,South Korea,Clinique Turnaround Overnight Revitalizing Moisturizer 340g,2023-12-03,509.06,25
Carolina Coelho,Colombia,The Ordinary Natural Moisturising Factors + HA 250ml,2022-09-14,1481.08,350
Inês Martins,Singapore,The Ordinary Glycolic Acid 7% Toning Solution 20ml,2020-04-04,29348.62,269
Tiago Cardoso,India,Tatcha The Rice Polish Foaming Enzyme Powder 50ml,2020-02-09,16586.77,273
Afonso Neves,Singapore,Skinceuticals A.G.E. Eye Complex 56.7g,2020-08-23,2900.16,91
Lucas Ribeiro,India,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 50ml,2024-06-08,1925.59,79
Margarida Oliveira,Poland,Skinceuticals Triple Lipid Restore 2:4:2 200ml,2024-06-18,7671.5,131
Inês Cruz,Germany,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 20ml,2022-04-13,1968.33,55
Afonso Almeida,Germany,La Roche-Posay Anthelios Invisible Fluid SPF50+ 56.7g,2022-09-11,11267.87,223
Joana Santos,India,COSRX Advanced Snail 96 Mucin Power Essence 250ml,2023-10-29,10092.24,443
Sofia Rodrigues,Canada,Tatcha The Indigo Overnight Repair Treatment 125ml,2021-12-20,1123.71,35
Francisco Coelho,France,Tatcha The Water Cream 125ml,2023-01-26,4258.73,125
Sofia Mendes,Philippines,Avène XeraCalm A.D Lipid-Replenishing Cream 250ml,2020-02-01,8550.51,92
Leonor Coelho,Japan,COSRX Balancium B5 Biome Comfort Cream 30g,2024-12-04,996.0,92
Diogo Ribeiro,Mexico,Sunday Riley Ice Ceramide Moisturizing Cream 340g,2021-02-03,6177.91,81
Leonor Martins,South Korea,Bioderma Cicabio Arnica+ Repairing Cream 15ml,2021-01-13,4109.96,101
Ana Ferreira,Spain,COSRX AHA/BHA Clarifying Treatment Toner 30g,2021-09-04,6872.13,165
João Martins,Canada,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 250ml,2020-08-22,7428.7,73
Sara Ferreira,Netherlands,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 100ml,2021-11-29,3082.22,258
Ana Vieira,India,Bioderma Pigmentbio C-Concentrate Brightening Serum 30ml,2020-03-15,3579.96,38
Francisco Coelho,Indonesia,Murad Vita-C Glycolic Brightening Serum 125ml,2024-12-20,42390.9,532
João Vieira,Canada,Murad Brightening Booster 56.7g,2023-09-03,8906.74,111
Francisco Coelho,United States,Kiehl's Clearly Corrective Dark Spot Solution 75ml,2024-01-11,17667.33,289
Joana Fernandes,Spain,CeraVe Moisturising Cream 56.7g,2022-05-25,5371.33,84
Lucas Ribeiro,Spain,Olay Luminous Whip Face Moisturiser 40ml,2023-06-20,3352.52,45
Afonso Martins,Spain,La Roche-Posay Toleriane Double Repair Moisturiser 30g,2024-01-31,5904.76,327
Leonor Martins,France,La Roche-Posay Toleriane Double Repair Moisturiser 250ml,2020-03-27,6719.07,94
Sofia Nunes,Italy,Murad Brightening Booster 30g,2021-11-11,30249.67,342
Tiago Carvalho,Spain,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 340g,2022-05-18,988.51,18
Inês Ribeiro,Thailand,COSRX AC Collection Lightweight Soothing Moisturizer 340g,2024-04-13,1316.61,20
Afonso Vieira,Sweden,CeraVe Moisturising Cream 340g,2024-02-27,3211.62,124
Margarida Cardoso,France,The Ordinary Glycolic Acid 7% Toning Solution 30g,2023-12-21,1859.18,63
Carolina Marques,Brazil,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 340g,2020-12-07,2720.47,58
Laura Mendes,Japan,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 150ml,2020-12-20,2363.25,144
Lucas Rodrigues,Brazil,Drunk Elephant Virgin Marula Luxury Face Oil 56.7g,2021-11-18,2516.76,78
Lucas Costa,India,Sunday Riley Luna Sleeping Night Oil 75ml,2021-06-11,3761.88,49
Sara Mendes,Italy,Kiehl's Midnight Recovery Concentrate 60ml,2020-08-23,523.81,33
Sara Ferreira,Mexico,Sunday Riley Ice Ceramide Moisturizing Cream 60ml,2023-06-27,4860.76,73
Carolina Vieira,Argentina,Skinceuticals C E Ferulic Serum 15ml,2024-07-12,2722.22,110
Diogo Rocha,Mexico,Murad Hydro-Dynamic Ultimate Moisture 60ml,2020-05-19,20461.03,267
Sofia Martins,South Korea,The Ordinary Glycolic Acid 7% Toning Solution 20ml,2023-07-11,12252.18,117
Lucas Rodrigues,China,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 20ml,2021-04-15,2987.85,78
João Neves,Philippines,Pixi Skintreats Rose Caviar Eye Cream 50ml,2021-02-27,512.02,73
Martim Silva,Colombia,Drunk Elephant C-Firma Fresh Day Serum 40ml,2023-11-10,1845.76,54
Tomás Rodrigues,Philippines,Paula's Choice DEFENSE Antioxidant Pore Purifier 125ml,2024-07-28,341.73,11
Joana Oliveira,Argentina,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 125ml,2021-05-31,12650.19,133
Francisco Jesus,Germany,Bioderma Pigmentbio C-Concentrate Brightening Serum 100ml,2021-04-09,779.62,49
Afonso Jesus,Japan,Skinceuticals Physical Fusion UV Defense SPF 50 200ml,2020-07-10,3660.84,61
Dinis Cardoso,South Korea,Tatcha The Eye Concentrate 50ml,2022-10-29,8145.75,164
Sara Cruz,Colombia,Kiehl's Rare Earth Deep Pore Cleansing Masque 60ml,2024-11-06,8287.82,120
Carolina Silva,Colombia,Pixi Vitamin-C Juice Cleanser 40ml,2023-02-19,4788.86,111
Rafael Martins,Argentina,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 250ml,2020-03-07,238.52,67
Rafael Gomes,Argentina,Murad Brightening Booster 250ml,2023-01-15,3208.44,37
Leonor Pinto,South Korea,Bioderma Atoderm Intensive Baume 15ml,2022-05-28,4227.62,44
Laura Costa,France,CeraVe AM Facial Moisturising Lotion SPF25 60ml,2022-01-02,2378.76,66
Tomás Rodrigues,Chile,Pixi Overnight Glow Serum 125ml,2021-02-09,457.58,91
Mariana Cruz,Indonesia,Kiehl's Powerful-Strength Line-Reducing Concentrate 30g,2024-07-23,731.72,12
Margarida Marques,Canada,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 56.7g,2020-03-06,8800.47,84
Carolina Marques,China,Clinique Smart Night Custom-Repair Moisturiser 40ml,2020-10-20,3857.54,241
Rodrigo Pinto,Poland,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 56.7g,2021-10-14,769.56,161
Rodrigo Teixeira,Sweden,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 15ml,2024-08-16,1802.25,32
Afonso Monteiro,United States,Neutrogena Norwegian Formula Face Cream 150ml,2023-01-29,3245.32,129
Catarina Neves,South Korea,Avène Cleanance Expert Emulsion 56.7g,2023-05-01,7811.98,126
Dinis Cardoso,India,Sunday Riley Luna Sleeping Night Oil 20ml,2024-02-29,16909.13,148
Francisco Mendes,Spain,Skinceuticals A.G.E. Eye Complex 250ml,2021-12-07,3728.47,53
Francisco Vieira,Netherlands,Murad Brightening Booster 40ml,2023-06-16,3909.83,185
João Costa,Netherlands,Olay Eyes Ultimate Eye Cream 15ml,2020-10-09,8240.82,121
Sofia Rodrigues,Germany,La Roche-Posay Retinol B3 Serum 40ml,2023-03-06,11848.81,108
Sofia Jesus,Indonesia,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 30g,2021-09-14,1604.73,26
Ana Vieira,Argentina,Tatcha The Essence Plump Skin Softener 75ml,2021-11-01,5263.03,134
Rafael Martins,Sweden,Avène XeraCalm A.D Lipid-Replenishing Cream 150ml,2022-04-13,14513.41,319
Afonso Neves,Canada,COSRX Full Fit Propolis Light Cream 125ml,2021-05-17,3361.87,46
Dinis Pereira,Chile,Avène Eau Thermale Spray 30g,2023-04-10,5471.35,87
Rafael Vieira,United Kingdom,Avène Cleanance Expert Emulsion 15ml,2022-05-09,4915.27,51
Beatriz Marques,Italy,CeraVe Skin Renewing Night Cream 15ml,2024-06-04,3648.26,59
Rafael Mendes,India,Neutrogena Oil-Free Acne Wash 100ml,2024-09-28,2252.75,45
Margarida Oliveira,Indonesia,Paula's Choice CLINICAL 1% Retinol Treatment 100ml,2023-05-03,6534.97,230
Beatriz Cardoso,Singapore,Murad Rapid Resurgence Eye Lift 20ml,2021-09-15,5049.18,58
Sara Almeida,France,Neutrogena Hydro Boost Water Gel 20ml,2022-01-30,507.36,70
Maria Fernandes,United Kingdom,Bioderma Sebium Pore Refiner 340g,2020-08-21,35740.77,327
Sofia Jesus,Mexico,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 60ml,2023-06-23,17214.73,288
Gonçalo Ribeiro,United States,First Aid Beauty KP Bump Eraser Body Scrub 125ml,2023-12-11,5590.64,48
Rodrigo Soares,United States,COSRX Oil-Free Ultra-Moisturizing Lotion 150ml,2020-02-11,12932.91,122
Sara Mendes,Poland,Bioderma Sebium Pore Refiner 75ml,2024-04-16,15021.94,323
Laura Ribeiro,Brazil,Clinique Repairwear Laser Focus Eye Cream 30g,2023-02-05,650.09,83
Diogo Costa,Germany,CeraVe Renewing SA Cream 125ml,2020-01-13,2126.22,81
Tomás Almeida,United Kingdom,Skinceuticals Phyto Corrective Gel 15ml,2024-11-13,5851.46,88
Lucas Rodrigues,Poland,Tatcha The Essence Plump Skin Softener 20ml,2023-04-07,10194.13,138
Leonor Marques,Italy,Murad Retinol Youth Renewal Serum 150ml,2022-12-18,3673.57,62
Carolina Jesus,Mexico,CeraVe Moisturising Cream 60ml,2022-11-08,6666.76,143
Rodrigo Coelho,India,Murad Retinol Youth Renewal Serum 60ml,2021-04-02,16624.69,149
Diogo Rocha,Singapore,Tatcha The Rice Polish Foaming Enzyme Powder 30ml,2023-04-28,6344.84,101
Joana Costa,Mexico,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 200ml,2022-02-23,2303.53,145
Ana Ferreira,Indonesia,Olay Vitamin C + Peptide 24 Face Moisturizer 75ml,2023-02-25,8477.81,117
Mariana Soares,United Kingdom,Bioderma Nodé Detox Shampoo 30ml,2024-07-23,5371.21,167
Lucas Ribeiro,Spain,First Aid Beauty Pure Skin Face Cleanser 125ml,2024-01-01,10287.03,435
Tomás Almeida,Poland,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 60ml,2021-08-22,7405.76,72
Mariana Martins,Chile,Paula's Choice CALM Redness Relief Moisturizer SPF 30 30g,2024-03-01,19597.77,375
Rodrigo Soares,Brazil,CeraVe Healing Ointment 150ml,2023-03-16,5022.59,86
Pedro Pereira,Singapore,Pixi Vitamin-C Juice Cleanser 30g,2023-01-13,8847.89,125
Catarina Martins,Argentina,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 50ml,2022-10-20,3864.41,50
Martim Ferreira,United States,Neutrogena Oil-Free Acne Wash 75ml,2023-08-03,1677.74,78
Laura Carvalho,Philippines,La Roche-Posay Toleriane Double Repair Moisturiser 20ml,2020-04-03,11500.25,94
Dinis Silva,United Kingdom,Pixi Retinol Tonic 15ml,2022-05-31,228.01,19
Tomás Martins,United Kingdom,The Ordinary AHA 30% + BHA 2% Peeling Solution 340g,2022-10-06,5256.88,83
Maria Ferreira,Germany,COSRX Advanced Snail 92 All in One Cream 340g,2022-12-21,3497.52,38
Margarida Silva,Mexico,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 56.7g,2021-08-06,2429.8,29
Afonso Sousa,United States,REN Clean Skincare Clean Screen Mineral SPF30 100ml,2024-09-23,12112.57,130
Inês Cruz,United Kingdom,La Roche-Posay Anthelios Invisible Fluid SPF50+ 30g,2022-09-15,27282.59,370
Inês Ferreira,United Kingdom,The Ordinary AHA 30% + BHA 2% Peeling Solution 100ml,2020-01-16,7233.47,71
João Costa,Thailand,Paula's Choice CALM Redness Relief Moisturizer SPF 30 75ml,2022-07-17,9811.05,164
Clara Monteiro,China,Avène Cleanance Expert Emulsion 340g,2020-09-18,649.72,103
Clara Mendes,India,Avène Cicalfate+ Restorative Protective Cream 56.7g,2023-06-14,2376.78,127
Sofia Martins,Mexico,Clinique Even Better Clinical Radical Dark Spot Corrector 75ml,2023-07-13,4217.12,147
Martim Ferreira,Sweden,La Roche-Posay Toleriane Hydrating Gentle Cleanser 75ml,2023-07-09,946.29,28
Matilde Cruz,Colombia,Bioderma Atoderm Intensive Baume 50ml,2024-10-30,8846.16,98
Ana Ferreira,Sweden,Pixi Retinol Tonic 50ml,2020-08-09,918.35,14
Pedro Santos,Brazil,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 100ml,2021-07-19,3671.0,34
Gonçalo Ferreira,Netherlands,Estée Lauder Advanced Night Repair Serum 100ml,2022-01-25,19854.86,349
Matilde Moreira,France,Neutrogena Rapid Wrinkle Repair Retinol Cream 125ml,2023-06-02,12966.15,354
Rafael Gomes,Chile,Murad AHA/BHA Exfoliating Cleanser 60ml,2023-05-04,3668.43,39
Laura Soares,Germany,Sunday Riley Tidal Brightening Enzyme Water Cream 125ml,2022-12-15,3524.37,91
Rafael Martins,Philippines,COSRX Oil-Free Ultra-Moisturizing Lotion 60ml,2021-07-25,15229.19,141
Joana Teixeira,Chile,Avène Retrinal+ 0.1 Intensive Cream 150ml,2023-12-08,4340.98,333
Gonçalo Ribeiro,Chile,Tatcha The Rice Polish Foaming Enzyme Powder 200ml,2021-04-13,13188.59,371
Rodrigo Teixeira,South Korea,Pixi Rose Ceramide Cream 40ml,2020-07-03,16430.61,149
Martim Cardoso,Canada,Sunday Riley Saturn Sulfur Acne Treatment Mask 60ml,2023-10-30,934.39,12
Maria Coelho,France,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 30g,2022-12-23,9341.7,90
Lucas Ribeiro,India,Skinceuticals A.G.E. Eye Complex 20ml,2024-04-13,5289.4,74
Lucas Costa,India,REN Clean Skincare Evercalm Global Protection Day Cream 150ml,2023-07-08,11673.89,110
Afonso Monteiro,Sweden,The Ordinary Buffet Multi-Technology Peptide Serum 200ml,2020-07-24,2270.87,49
Rafael Martins,Italy,CeraVe PM Facial Moisturising Lotion 250ml,2023-12-09,16627.68,188
Sofia Rodrigues,United States,Clinique Even Better Clinical Radical Dark Spot Corrector 20ml,2021-09-23,5138.87,132
Guilherme Neves,Netherlands,Skinceuticals Discoloration Defense Serum 200ml,2024-02-21,1857.63,69
Margarida Silva,Indonesia,Kiehl's Calendula Serum-Infused Water Cream 340g,2024-08-20,3575.29,64
Maria Fernandes,Canada,Olay Eyes Ultimate Eye Cream 100ml,2022-04-09,24161.4,226
Matilde Teixeira,Japan,Murad Vita-C Glycolic Brightening Serum 100ml,2023-04-16,3290.88,78
Diogo Martins,United States,COSRX Balancium B5 Biome Comfort Cream 100ml,2021-01-20,4308.71,121
